V1	V2
GB43282	GO:0001664;GO:0003677;GO:0003924;GO:0004871;GO:0005515;GO:0005525;GO:0005834;GO:0005886;GO:0005938;GO:0007186;GO:0007188;GO:0007419;GO:0008356;GO:0014045;GO:0016324;GO:0019722;GO:0019991;GO:0030866;GO:0031683;GO:0032291;GO:0032880;GO:0045167;GO:0045179;GO:0046872;GO:0051294;GO:0055059;GO:0060857;GO:0001664;GO:0001737;GO:0003924;GO:0004871;GO:0005515;GO:0005525;GO:0005834;GO:0005886;GO:0007186;GO:0007188;GO:0007419;GO:0007507;GO:0008356;GO:0014045;GO:0016055;GO:0019722;GO:0019991;GO:0030866;GO:0031683;GO:0032291;GO:0042595;GO:0045886;GO:0046872;GO:0050774;GO:0050916;GO:0050965;GO:0060857;GO:0061343;GO:0001664;GO:0002385;GO:0003924;GO:0004871;GO:0005525;GO:0005834;GO:0005886;GO:0006897;GO:0007186;GO:0007188;GO:0007202;GO:0007601;GO:0007602;GO:0007608;GO:0007629;GO:0016027;GO:0016028;GO:0016056;GO:0016060;GO:0016199;GO:0030322;GO:0031683;GO:0043052;GO:0046673;GO:0046872;GO:0060158;GO:0070050;GO:0071244;GO:1900073;GO:0001664;GO:0003924;GO:0004871;GO:0005525;GO:0005834;GO:0005886;GO:0007186;GO:0007188;GO:0031683;GO:0060158;GO:0001664;GO:0003924;GO:0004871;GO:0005525;GO:0005834;GO:0005886;GO:0007186;GO:0007188;GO:0031683;GO:0060158;GO:0060158
GB48310	GO:0005385;GO:0005622;GO:0008340;GO:0008344;GO:0010312;GO:0016021;GO:0016323;GO:0016324;GO:0055069;GO:0071578;GO:0005385;GO:0005622;GO:0010312;GO:0016021;GO:0016323;GO:0016324;GO:0071578;GO:0005385;GO:0010312;GO:0016021;GO:0016324;GO:0046873;GO:0071577;GO:0071577
GB40392	GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0016021;GO:0019531;GO:0042391;GO:0045434;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0016021;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0016021;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:0005254;GO:0005887;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0015701;GO:0019531;GO:0042391;GO:0051453;GO:1902476;GO:1902476
GB40397	GO:0030488;GO:0031515;GO:0046331;GO:0046331
GB40395	GO:0000003;GO:0005215;GO:0007311;GO:0008565;GO:0009953;GO:0012505;GO:0016021;GO:0048042;GO:0048193;GO:0061355;GO:0061355
GB40398	GO:0000139;GO:0006024;GO:0006486;GO:0008378;GO:0015012;GO:0016020;GO:0016021;GO:0030206;GO:0030206
GB40399	GO:0000149;GO:0005484;GO:0005886;GO:0006887;GO:0006906;GO:0007269;GO:0008021;GO:0016021;GO:0016081;GO:0016192;GO:0030054;GO:0030672;GO:0031201;GO:0035149;GO:0043005;GO:0000149;GO:0005484;GO:0005886;GO:0006887;GO:0006906;GO:0007269;GO:0008021;GO:0016021;GO:0016081;GO:0016192;GO:0031201;GO:0043195;GO:0048786;GO:0000139;GO:0000149;GO:0005484;GO:0005783;GO:0006888;GO:0006890;GO:0006906;GO:0006909;GO:0012507;GO:0016021;GO:0016192;GO:0030133;GO:0031201;GO:0048280;GO:0061355;GO:0000149;GO:0005484;GO:0005768;GO:0005794;GO:0006887;GO:0006888;GO:0006890;GO:0006906;GO:0016021;GO:0016192;GO:0019706;GO:0030133;GO:0031201;GO:0000149;GO:0005484;GO:0006887;GO:0006897;GO:0006906;GO:0008333;GO:0016021;GO:0019905;GO:0031201;GO:0031902;GO:0044754;GO:0097352;GO:0097352
GB46930	GO:0003993;GO:0016311;GO:0031929;GO:0031931;GO:0034417;GO:0052745;GO:0070062;GO:0070062
GB42224	GO:0005938;GO:0007165;GO:0016021;GO:0032154;GO:0032154
GB42227	GO:0005634;GO:0007480;GO:0022416;GO:0035015;GO:0035218;GO:0043234;GO:0043565;GO:0045747;GO:0045892;GO:0048800;GO:0000977;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0007367;GO:0022008;GO:0000977;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0007268;GO:0007367;GO:0007419;GO:0007435;GO:0010906;GO:0022008;GO:0060025;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0007526;GO:0048813;GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0007399;GO:0007423;GO:0007476;GO:0007480;GO:0008049;GO:0008343;GO:0009415;GO:0010906;GO:0030154;GO:0048800;GO:0000977;GO:0003677;GO:0003705;GO:0005634;GO:0006355;GO:0006366;GO:0007366;GO:0045944;GO:0000977;GO:0001745;GO:0003700;GO:0003705;GO:0005515;GO:0005634;GO:0006351;GO:0006357;GO:0007420;GO:0007455;GO:0007628;GO:0008284;GO:0008347;GO:0010906;GO:0016319;GO:0030182;GO:0030307;GO:0040018;GO:0043565;GO:0043567;GO:0043704;GO:0045893;GO:0045944;GO:0048036;GO:0048749;GO:0048854;GO:0001158;GO:0003700;GO:0003705;GO:0005634;GO:0006351;GO:0007517;GO:0042673;GO:0042676;GO:0042682;GO:0045676;GO:0045944;GO:0048666;GO:0048813;GO:0005634;GO:0006355;GO:0043565;GO:0000977;GO:0001077;GO:0005634;GO:0005737;GO:0006355;GO:0007399;GO:0007422;GO:0010001;GO:0010628;GO:0010906;GO:0021782;GO:0050764;GO:0050808;GO:0051124;GO:0000977;GO:0003705;GO:0005634;GO:0006351;GO:0006357;GO:0008056;GO:0010628;GO:0016319;GO:0035214;GO:0045944;GO:0048749;GO:0048854;GO:0005634;GO:0006355;GO:0043565;GO:0000122;GO:0005634;GO:0006351;GO:0043565;GO:0048749;GO:0048749
GB42220	GO:0005452;GO:0005887;GO:0006820;GO:0008510;GO:0016021;GO:0051453;GO:0005452;GO:0005886;GO:0005887;GO:0006814;GO:0006820;GO:0006821;GO:0008510;GO:0015301;GO:0015701;GO:0015992;GO:0016021;GO:0030641;GO:0051453;GO:0051453
GB42222	GO:0001745;GO:0004672;GO:0004702;GO:0005024;GO:0005026;GO:0005524;GO:0005886;GO:0006468;GO:0007179;GO:0007391;GO:0007411;GO:0007424;GO:0007428;GO:0007443;GO:0008258;GO:0009953;GO:0010629;GO:0010906;GO:0017002;GO:0022008;GO:0030718;GO:0032924;GO:0042078;GO:0045705;GO:0046872;GO:0048179;GO:0048185;GO:0048666;GO:0048813;GO:0004672;GO:0004675;GO:0004702;GO:0005026;GO:0005524;GO:0005769;GO:0005886;GO:0006468;GO:0007165;GO:0007178;GO:0007274;GO:0007419;GO:0007528;GO:0008582;GO:0016020;GO:0016021;GO:0045202;GO:0045887;GO:0046331;GO:0048813;GO:0051124;GO:0055037;GO:0098820;GO:0098820
GB42223	GO:0003746;GO:0003924;GO:0005525;GO:0005634;GO:0005739;GO:0070125;GO:0070125
GB45708	GO:0003810;GO:0018149;GO:0042381;GO:0045087;GO:0045087
GB45709	GO:0000785;GO:0000794;GO:0001672;GO:0003677;GO:0003682;GO:0005515;GO:0005634;GO:0005700;GO:0005704;GO:0005730;GO:0005886;GO:0006351;GO:0006357;GO:0006915;GO:0007060;GO:0007141;GO:0008195;GO:0008354;GO:0010032;GO:0016569;GO:0031208;GO:0042803;GO:0046872;GO:0048477;GO:0003676;GO:0005634;GO:0006357;GO:0046872;GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB45878	GO:0005829;GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0005783;GO:0016021;GO:0018345;GO:0019706;GO:0019706
GB55062	GO:0003735;GO:0005743;GO:0005762;GO:0006412;GO:0032543;GO:0032543
GB45702	GO:0004497;GO:0005739;GO:0005743;GO:0006744;GO:0016709;GO:0044550;GO:0055114;GO:0071949;GO:0071949
GB45703	GO:0004672;GO:0005524;GO:0005743;GO:0006468;GO:0007005;GO:0040018;GO:0055088;GO:0090277;GO:0090277
GB45700	GO:0004175;GO:0004252;GO:0005576;GO:0006508;GO:0007311;GO:0008063;GO:0008233;GO:0008236;GO:0009950;GO:0031638;GO:0098595;GO:0004252;GO:0006508;GO:0004252;GO:0005578;GO:0006508;GO:0007306;GO:0007310;GO:0007313;GO:0007343;GO:0008063;GO:0008233;GO:0008236;GO:0009950;GO:0016485;GO:0004252;GO:0005886;GO:0006508;GO:0007010;GO:0016021;GO:0035220;GO:0051017;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0005576;GO:0006508;GO:0007311;GO:0008063;GO:0008233;GO:0008236;GO:0009950;GO:0016485;GO:0004252;GO:0005615;GO:0005737;GO:0006508;GO:0004252;GO:0005886;GO:0006508;GO:0008233;GO:0016787;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0008236;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005044;GO:0005576;GO:0006030;GO:0006508;GO:0007614;GO:0007616;GO:0008061;GO:0016020;GO:0042593;GO:0043567;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0009620;GO:0035006;GO:0004252;GO:0006508;GO:2000331;GO:0004252;GO:0005576;GO:0006508;GO:0045087;GO:0045752;GO:0050829;GO:0050830;GO:0050832;GO:0004252;GO:0006508;GO:0004252;GO:0005576;GO:0006508;GO:0016787;GO:0045087;GO:0045752;GO:0050830;GO:0050832;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0016787;GO:0002376;GO:0004252;GO:0005576;GO:0006508;GO:0035007;GO:0042438;GO:0002804;GO:0004252;GO:0005576;GO:0006508;GO:0006952;GO:0006967;GO:0008233;GO:0008592;GO:0045087;GO:0045752;GO:0050830;GO:0050832;GO:0071219;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0022008;GO:0004252;GO:0005576;GO:0006508;GO:0016787;GO:0004252;GO:0005044;GO:0006508;GO:0016020;GO:0004252;GO:0006508;GO:0004252;GO:0005576;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0022008;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0009620;GO:0048812;GO:0004252;GO:0006508;GO:0004252;GO:0005576;GO:0006508;GO:0035006;GO:0035008;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005576;GO:0006508;GO:0016787;GO:0030431;GO:0004252;GO:0005737;GO:0006508;GO:0006629;GO:0008889;GO:0016021;GO:0048812;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0002804;GO:0004175;GO:0004252;GO:0005576;GO:0006508;GO:0006952;GO:0006959;GO:0006964;GO:0006965;GO:0008063;GO:0008592;GO:0009620;GO:0031638;GO:0045087;GO:0045752;GO:0050829;GO:0050830;GO:0050832;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0002804;GO:0004252;GO:0005509;GO:0005576;GO:0006508;GO:0006952;GO:0045087;GO:0045752;GO:0046872;GO:0050830;GO:0050832;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0006909;GO:0004252;GO:0006508;GO:0004175;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0008236;GO:0004252;GO:0005576;GO:0006508;GO:0042381;GO:0004252;GO:0006508;GO:0019233;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0016787;GO:0004252;GO:0006508;GO:0019233;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005576;GO:0006508;GO:0004252;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0004252;GO:0005737;GO:0006508;GO:0006508
GB45877	GO:0001881;GO:0005769;GO:0005802;GO:0007032;GO:0042147;GO:0042803;GO:0055037;GO:0055037
GB45870	GO:0006474;GO:0008080;GO:0016573;GO:0003674;GO:0005737;GO:0005777;GO:0008150;GO:0016021;GO:0016021
GB45871	GO:0002224;GO:0003674;GO:0003725;GO:0005622;GO:0035073;GO:0035075;GO:0035556;GO:0098542;GO:0098542
GB45872	GO:0005814;GO:0007099;GO:0032465;GO:1903723;GO:0003674;GO:0005575;GO:0008150;GO:0008150
GB45873	GO:0000151;GO:0000209;GO:0005634;GO:0005737;GO:0030433;GO:0034450;GO:0034450
GB40578	GO:0005886;GO:0006885;GO:0015385;GO:0015386;GO:0016021;GO:0048471;GO:0051453;GO:0055037;GO:0071805;GO:0098719;GO:0098719
GB40576	GO:0002181;GO:0003735;GO:0003906;GO:0005634;GO:0005840;GO:0006281;GO:0022625;GO:0022626;GO:0030687;GO:0042254;GO:0070180;GO:0070180
GB40577	GO:0004357;GO:0005515;GO:0005524;GO:0005634;GO:0006749;GO:0006750;GO:0006974;GO:0007409;GO:0007476;GO:0017109;GO:0046688;GO:0048471;GO:0048471
GB40574	GO:0003824;GO:0004758;GO:0009058;GO:0016021;GO:0030170;GO:0090154;GO:0090154
GB48937	GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005886;GO:0005887;GO:0015574;GO:0015771;GO:0016020;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0005351;GO:0005355;GO:0005886;GO:0016021;GO:0022891;GO:0035428;GO:0046323;GO:0046427;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005887;GO:0016021;GO:0035428;GO:0046323;GO:0005351;GO:0005355;GO:0005886;GO:0005887;GO:0015574;GO:0015767;GO:0015768;GO:0015770;GO:0015771;GO:0016020;GO:0016021;GO:0035428;GO:0046323;GO:0046323
GB48932	GO:0002784;GO:0004674;GO:0005524;GO:0005643;GO:0005770;GO:0006468;GO:0006623;GO:0006914;GO:0016236;GO:0016322;GO:0030242;GO:0034198;GO:0034271;GO:0034272;GO:0035096;GO:0045324;GO:0071561;GO:0071561
GB48933	GO:0000398;GO:0005737;GO:0005829;GO:0007277;GO:0009952;GO:0019094;GO:0030529;GO:0045451;GO:0071011;GO:0071013;GO:0071013
GB42423	GO:0005515;GO:0005856;GO:0007411;GO:0008104;GO:0030036;GO:0042734;GO:0043195;GO:0043195
GB45436	GO:0000122;GO:0000281;GO:0000981;GO:0005543;GO:0005634;GO:0005737;GO:0006886;GO:0007219;GO:0007423;GO:0007472;GO:0008586;GO:0008593;GO:0016197;GO:0016324;GO:0030100;GO:0036257;GO:0045035;GO:0045732;GO:0045746;GO:0048132;GO:0048749;GO:0048749
GB48938	GO:0000502;GO:0004175;GO:0005634;GO:0005838;GO:0008270;GO:0008540;GO:0030234;GO:0034515;GO:0042176;GO:0043161;GO:0043161
GB45437	GO:0000981;GO:0001228;GO:0003677;GO:0005634;GO:0007298;GO:0008584;GO:0008585;GO:0010467;GO:0035262;GO:0045944;GO:0046982;GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0010906;GO:0035071;GO:0042803;GO:0043565;GO:0045944;GO:0046982;GO:0048102;GO:0060322;GO:0060322
GB42427	GO:0004177;GO:0005737;GO:0005886;GO:0006508;GO:0007638;GO:0008270;GO:0009612;GO:0016021;GO:0035019;GO:0036098;GO:0042277;GO:0042391;GO:0043171;GO:0043697;GO:0060250;GO:0070006;GO:2001020;GO:0004301;GO:0005576;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0032504;GO:0042277;GO:0043171;GO:0044255;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0006909;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0033227;GO:0042277;GO:0043171;GO:0070006;GO:0002003;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008237;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0002003;GO:0005737;GO:0005886;GO:0006508;GO:0008237;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0006508;GO:0008237;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0004177;GO:0005737;GO:0006508;GO:0008237;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0004046;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0042277;GO:0043171;GO:0046331;GO:0070006;GO:0070006
GB54228	GO:0005634;GO:0005737;GO:0005829;GO:0006959;GO:0016925;GO:0019948;GO:0031510;GO:0033134;GO:0034126;GO:0051092;GO:0051092
GB54227	GO:0005737;GO:0008479;GO:0008616;GO:0008616
GB54226	GO:0000146;GO:0000166;GO:0001736;GO:0003774;GO:0005515;GO:0005524;GO:0005737;GO:0008586;GO:0016459;GO:0016887;GO:0032947;GO:0035218;GO:0035220;GO:0042067;GO:0042623;GO:0045572;GO:0045927;GO:0051015;GO:0051015
GB42425	GO:0004177;GO:0005737;GO:0005886;GO:0006508;GO:0007638;GO:0008270;GO:0009612;GO:0016021;GO:0035019;GO:0036098;GO:0042277;GO:0042391;GO:0043171;GO:0043697;GO:0060250;GO:0070006;GO:2001020;GO:0004301;GO:0005576;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0032504;GO:0042277;GO:0043171;GO:0044255;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0006909;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0033227;GO:0042277;GO:0043171;GO:0070006;GO:0002003;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008237;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0002003;GO:0005737;GO:0005886;GO:0006508;GO:0008237;GO:0008270;GO:0016021;GO:0042277;GO:0043171;GO:0070006;GO:0004177;GO:0005737;GO:0006508;GO:0008237;GO:0008270;GO:0042277;GO:0043171;GO:0070006;GO:0004046;GO:0005737;GO:0005886;GO:0006508;GO:0008270;GO:0042277;GO:0043171;GO:0046331;GO:0070006;GO:0070006
GB54551	GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB54222	GO:0003674;GO:0005524;GO:0005615;GO:0005811;GO:0012505;GO:0032504;GO:0032504
GB54221	GO:0008152;GO:0016021;GO:0016798;GO:0016798
GB54220	GO:0000132;GO:0000776;GO:0005635;GO:0005737;GO:0005813;GO:0005819;GO:0005871;GO:0005874;GO:0007020;GO:0007052;GO:0007060;GO:0007080;GO:0007100;GO:0007294;GO:0007298;GO:0007409;GO:0008017;GO:0030424;GO:0030425;GO:0030951;GO:0031616;GO:0047496;GO:0048813;GO:0050775;GO:0051298;GO:0051301;GO:0051642;GO:0051647;GO:0070732;GO:2000574;GO:2000574
GB50425	GO:0000978;GO:0000980;GO:0001078;GO:0001709;GO:0001964;GO:0002121;GO:0003677;GO:0003682;GO:0005515;GO:0005634;GO:0005700;GO:0006351;GO:0007298;GO:0007422;GO:0007426;GO:0007476;GO:0008360;GO:0016476;GO:0017053;GO:0030707;GO:0031208;GO:0031987;GO:0035001;GO:0035147;GO:0035151;GO:0040003;GO:0042675;GO:0042682;GO:0042803;GO:0043388;GO:0045467;GO:0045892;GO:0045944;GO:0046843;GO:0046872;GO:0048053;GO:0048626;GO:0048666;GO:0048750;GO:0048813;GO:0048854;GO:0060446;GO:1990841;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0007548;GO:0046660;GO:0048070;GO:0048071;GO:0048085;GO:0048086;GO:0048092;GO:0003680;GO:0003700;GO:0005515;GO:0005634;GO:0005700;GO:0005701;GO:0006351;GO:0006355;GO:0006357;GO:0007455;GO:0007478;GO:0019233;GO:0061040;GO:2000736;GO:0003677;GO:0005634;GO:0006357;GO:0003674;GO:0003676;GO:0005575;GO:0008150;GO:0000228;GO:0003682;GO:0005634;GO:0005737;GO:0006357;GO:0007143;GO:0007276;GO:0035041;GO:0043565;GO:0046872;GO:1902275;GO:1902275
GB50421	GO:0001664;GO:0005764;GO:0006665;GO:0008047;GO:0033227;GO:0045169;GO:0045169
GB42428	GO:0005887;GO:0006811;GO:0006915;GO:0008514;GO:0016021;GO:0022891;GO:0055085;GO:0001504;GO:0005326;GO:0005886;GO:0007601;GO:0008514;GO:0016021;GO:0022891;GO:0030424;GO:0043679;GO:0046956;GO:0050908;GO:1905130;GO:1905131;GO:0008514;GO:0016021;GO:0022891;GO:0045471;GO:0055085;GO:0005887;GO:0008514;GO:0016021;GO:0022857;GO:0055085;GO:0008514;GO:0016021;GO:0022891;GO:0055085;GO:0005887;GO:0007613;GO:0008514;GO:0015220;GO:0015870;GO:0032222;GO:0032223;GO:0055085;GO:0090328;GO:0005887;GO:0008514;GO:0016021;GO:0022857;GO:0055085;GO:0005275;GO:0005887;GO:0008514;GO:0015226;GO:0015695;GO:0055085;GO:0005275;GO:0005887;GO:0008514;GO:0015226;GO:0015695;GO:0055085;GO:0005275;GO:0005887;GO:0008514;GO:0015226;GO:0015695;GO:0019233;GO:0055085;GO:0005887;GO:0007390;GO:0008514;GO:0015101;GO:0015695;GO:0022891;GO:0030307;GO:0040018;GO:0055085;GO:0055085
GB52689	GO:0005525;GO:0005622;GO:0007264;GO:0008150;GO:0032154;GO:0032154
GB52688	GO:0000166;GO:0000381;GO:0000785;GO:0001178;GO:0003729;GO:0005515;GO:0005634;GO:0010468;GO:0016607;GO:0031440;GO:0035062;GO:0035062
GB52687	GO:0000977;GO:0000981;GO:0001085;GO:0001228;GO:0003682;GO:0005634;GO:0005667;GO:0006355;GO:0007507;GO:0008270;GO:0009887;GO:0009888;GO:0030154;GO:0030219;GO:0030221;GO:0030222;GO:0043565;GO:0045165;GO:0048468;GO:0048565;GO:0048646;GO:0048821;GO:0048821
GB52686	GO:0003756;GO:0005783;GO:0006457;GO:0019511;GO:0034976;GO:1902175;GO:1902175
GB52685	GO:0003674;GO:0005575;GO:0008150;GO:0016021;GO:0016021
GB52684	GO:0005739;GO:0006662;GO:0015035;GO:0015036;GO:0045454;GO:0005739;GO:0006662;GO:0006974;GO:0015035;GO:0015036;GO:0045454;GO:0005739;GO:0006662;GO:0006974;GO:0015035;GO:0015036;GO:0045454;GO:0045454
GB46114	GO:0003779;GO:0005575;GO:0016318;GO:0016319;GO:0017048;GO:0030036;GO:0048675;GO:0048812;GO:0048812
GB45867	GO:0004721;GO:0004722;GO:0004741;GO:0005634;GO:0005737;GO:0005739;GO:0005759;GO:0006090;GO:0006470;GO:0006470
GB41279	GO:0005575;GO:0008150;GO:0052689;GO:0005575;GO:0008150;GO:0052689;GO:0004252;GO:0005785;GO:0005789;GO:0006515;GO:0008233;GO:0016021;GO:0030433;GO:0034976;GO:0043065;GO:0048500;GO:0048500
GB45866	GO:0003735;GO:0005763;GO:0006412;GO:0032543;GO:0032543
GB46112	GO:0003677;GO:0003689;GO:0005524;GO:0005634;GO:0005663;GO:0005875;GO:0006261;GO:0006281;GO:0031122;GO:0031391;GO:0046331;GO:0003677;GO:0003689;GO:0005524;GO:0005634;GO:0005663;GO:0005875;GO:0006261;GO:0006272;GO:0006281;GO:0007062;GO:0022008;GO:0031391;GO:0046331;GO:0000076;GO:0000077;GO:0000278;GO:0003677;GO:0003689;GO:0005524;GO:0005634;GO:0005663;GO:0005875;GO:0006260;GO:0006271;GO:0006272;GO:0006281;GO:0007062;GO:0007067;GO:0007076;GO:0016321;GO:0022008;GO:0031391;GO:0046331;GO:0046331
GB45865	GO:0003674;GO:0005575;GO:0016021;GO:0016021
GB46113	GO:0016021;GO:0016021
GB45864	GO:0000902;GO:0005200;GO:0005524;GO:0005737;GO:0005884;GO:0005885;GO:0006886;GO:0006909;GO:0007010;GO:0007413;GO:0007520;GO:0010592;GO:0022416;GO:0030027;GO:0030036;GO:0030037;GO:0030589;GO:0030713;GO:0034314;GO:0045747;GO:0045887;GO:0051491;GO:0072553;GO:0097320;GO:0097320
GB41119	GO:0005622;GO:0006623;GO:0019538;GO:0019898;GO:0031902;GO:0045053;GO:0045053
